iso3,month,risk_3,risk_12,logfat_risk_3,logfat_risk_12,INFORM,VU,CC,HA,event_type,sub_event_type,disorder_type,events,fatalities,hdx_alert_level,hdx_value,monthly_displacement,Flight,Airport,Travel,Train,Bus,Passport,Travel_visa,Right_of_asylum,rolling_3m_displacements,allocation-eligible,target_2m,risk_gt_06,is_protracted,disp_6m_avg,fat_6m_avg,hdx_med_high_count,hdx_3m_sum,p_sig1,p_sig2,p_sig3,protracted_signal,h_sig1,h_sig2,hard_onset_signal,early_signal,monthly_displacement_lag1,monthly_displacement_lag2,fatalities_lag1,events_lag1,risk_3_lag1,risk_12_lag1,logfat_risk_3_lag1,logfat_risk_12_lag1,hdx_alert_max,hdx_alert_sum,hdx_alert_mean,acled_civilian_targeted,acled_heavy_warfare,acled_social_unrest,acled_territorial_shift,acled_strategic_or_other,acled_political_violence,Flight_lag_1m,Airport_lag_1m,Travel_lag_1m,Train_lag_1m,Bus_lag_1m,Passport_lag_1m,Travel_visa_lag_1m,Right_of_asylum_lag_1m,Flight_lag_2m,Airport_lag_2m,Travel_lag_2m,Train_lag_2m,Bus_lag_2m,Passport_lag_2m,Travel_visa_lag_2m,Right_of_asylum_lag_2m,Flight_lag_3m,Airport_lag_3m,Travel_lag_3m,Train_lag_3m,Bus_lag_3m,Passport_lag_3m,Travel_visa_lag_3m,Right_of_asylum_lag_3m,Flight_growth_1m,Airport_growth_1m,Travel_growth_1m,Train_growth_1m,Bus_growth_1m,Passport_growth_1m,Travel_visa_growth_1m,Right_of_asylum_growth_1m,Flight_rolling_mean_3m,Airport_rolling_mean_3m,Travel_rolling_mean_3m,Train_rolling_mean_3m,Bus_rolling_mean_3m,Passport_rolling_mean_3m,Travel_visa_rolling_mean_3m,Right_of_asylum_rolling_mean_3m
BHR,2024-06-01,0.0055109594185796,0.0168423132459141,0.0124707448573535,0.062644504121059,1.4,1.0,2.8,0.9,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Other']","['Demonstrations', 'Strategic developments']",57.0,0.0,[],0.0,0.0,59.0,46.0,38.0,12.0,13.0,22.0,66.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,67.0,0.0052985904416618,0.0195642113432392,0.0190175390028697,0.0602829149347734,0,0,0.0,0,0,1,0,1,0,62.0,42.0,35.0,11.0,14.0,21.0,67.0,0.0,63.0,42.0,31.0,11.0,14.0,22.0,68.0,0.0,53.0,34.0,26.0,11.0,12.0,18.0,61.0,0.0,-0.048387088969824354,0.09523807256236366,0.08571426122449678,0.09090900826453795,-0.0714285204081997,0.04761902494332146,-0.014925370906661057,0.0,61.333333333333336,43.333333333333336,34.666666666666664,11.333333333333334,13.666666666666666,21.666666666666668,67.0,0.0
BHR,2024-07-01,0.0051276480567508,0.0175651461016417,0.012457608503906,0.0593066276080081,1.4,1.0,2.8,0.9,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Excessive force against protesters', 'Other']","['Demonstrations', 'Political violence; Demonstrations', 'Strategic developments']",78.0,0.0,[],0.0,0.0,63.0,49.0,41.0,12.0,14.0,27.0,77.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,57.0,0.0055109594185796,0.0168423132459141,0.0124707448573535,0.062644504121059,0,0,0.0,1,0,1,0,1,1,59.0,46.0,38.0,12.0,13.0,22.0,66.0,0.0,62.0,42.0,35.0,11.0,14.0,21.0,67.0,0.0,63.0,42.0,31.0,11.0,14.0,22.0,68.0,0.0,0.0677965986785426,0.06521737712665714,0.07894734764543482,0.0,0.07692301775152481,0.2272726239669891,0.16666664141414522,0.0,61.333333333333336,45.666666666666664,38.0,11.666666666666666,13.666666666666666,23.333333333333332,70.0,0.0
BHR,2024-08-01,0.0047421598303101,0.0171181205702298,0.0115415154493443,0.056651033083284,1.4,1.0,2.8,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration']",['Demonstrations'],31.0,0.0,[],0.0,0.0,65.0,51.0,36.0,11.0,13.0,21.0,70.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,78.0,0.0051276480567508,0.0175651461016417,0.012457608503906,0.0593066276080081,0,0,0.0,0,0,1,0,0,0,63.0,49.0,41.0,12.0,14.0,27.0,77.0,0.0,59.0,46.0,38.0,12.0,13.0,22.0,66.0,0.0,62.0,42.0,35.0,11.0,14.0,21.0,67.0,0.0,0.03174602670697989,0.040816318200751385,-0.12195118976800248,-0.08333326388894677,-0.0714285204081997,-0.22222213991772596,-0.09090907910271699,0.0,62.333333333333336,48.666666666666664,38.333333333333336,11.666666666666666,13.333333333333334,23.333333333333332,71.0,0.0
BHR,2024-09-01,0.0047892253721689,0.0138353016129749,0.0121198316805449,0.0680102302244856,1.4,1.0,2.8,0.9,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Arrests']","['Demonstrations', 'Strategic developments']",74.0,0.0,[],0.0,0.0,59.0,38.0,28.0,10.0,15.0,18.0,62.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,31.0,0.0047421598303101,0.0171181205702298,0.0115415154493443,0.056651033083284,0,0,0.0,0,0,1,0,1,0,65.0,51.0,36.0,11.0,13.0,21.0,70.0,0.0,63.0,49.0,41.0,12.0,14.0,27.0,77.0,0.0,59.0,46.0,38.0,12.0,13.0,22.0,66.0,0.0,-0.09230767810651105,-0.2549019108035469,-0.2222221604938443,-0.09090900826453795,0.15384603550304962,-0.14285707482996438,-0.114285697959186,0.0,62.333333333333336,46.0,35.0,11.0,14.0,22.0,69.66666666666667,0.0
BHR,2024-10-01,0.0105298999023694,0.0397215129765994,0.0500197205899075,0.1598005432552746,1.4,1.0,2.8,0.9,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Protest with intervention', 'Arrests', 'Mob violence', 'Attack']","['Demonstrations', 'Strategic developments', 'Political violence']",73.0,0.0,[],0.0,0.0,60.0,40.0,28.0,10.0,13.0,17.0,64.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,74.0,0.0047892253721689,0.0138353016129749,0.0121198316805449,0.0680102302244856,0,0,0.0,1,0,1,0,1,1,59.0,38.0,28.0,10.0,15.0,18.0,62.0,0.0,65.0,51.0,36.0,11.0,13.0,21.0,70.0,0.0,63.0,49.0,41.0,12.0,14.0,27.0,77.0,0.0,0.01694914966963565,0.05263156509695655,0.0,0.0,-0.1333332444445037,-0.055555524691375174,0.032258059313216236,0.0,61.333333333333336,43.0,30.666666666666668,10.333333333333334,13.666666666666666,18.666666666666668,65.33333333333333,0.0
BHR,2024-11-01,0.0106667199970636,0.0378882996112902,0.0505610424596184,0.163422115932212,1.4,1.0,2.8,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration', 'Mob violence']","['Demonstrations', 'Political violence']",59.0,0.0,[],0.0,0.0,57.0,39.0,26.0,10.0,13.0,17.0,61.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,73.0,0.0105298999023694,0.0397215129765994,0.0500197205899075,0.1598005432552746,0,0,0.0,1,0,1,0,0,1,60.0,40.0,28.0,10.0,13.0,17.0,64.0,0.0,59.0,38.0,28.0,10.0,15.0,18.0,62.0,0.0,65.0,51.0,36.0,11.0,13.0,21.0,70.0,0.0,-0.049999991666668055,-0.02499999375000156,-0.07142854591837645,0.0,0.0,0.0,-0.04687499267578239,0.0,58.666666666666664,39.0,27.333333333333332,10.0,13.666666666666666,17.333333333333332,62.333333333333336,0.0
BHR,2024-12-01,0.0102145955074039,0.0323650624703992,0.0399125242167709,0.1423912927329824,1.4,1.0,2.8,0.9,"['Protests', 'Riots', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Mob violence', 'Attack']","['Demonstrations', 'Political violence']",109.0,0.0,[],0.0,0.0,64.0,43.0,28.0,10.0,13.0,19.0,63.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,59.0,0.0106667199970636,0.0378882996112902,0.0505610424596184,0.163422115932212,0,0,0.0,1,0,1,0,0,1,57.0,39.0,26.0,10.0,13.0,17.0,61.0,0.0,60.0,40.0,28.0,10.0,13.0,17.0,64.0,0.0,59.0,38.0,28.0,10.0,15.0,18.0,62.0,0.0,0.12280699599877262,0.10256407626562146,0.07692304733728948,0.0,0.0,0.11764698961941787,0.032786879871003295,0.0,60.333333333333336,40.666666666666664,27.333333333333332,10.0,13.0,17.666666666666668,62.666666666666664,0.0
BHR,2025-01-01,0.0105717994621481,0.0331742556929904,0.0490224140850227,0.1400010415602822,1.4,1.0,2.8,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Mob violence', 'Violent demonstration']","['Demonstrations', 'Political violence']",49.0,0.0,[],0.0,0.0,59.0,40.0,31.0,11.0,14.0,20.0,71.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,109.0,0.0102145955074039,0.0323650624703992,0.0399125242167709,0.1423912927329824,0,0,0.0,1,0,1,0,0,1,64.0,43.0,28.0,10.0,13.0,19.0,63.0,0.0,57.0,39.0,26.0,10.0,13.0,17.0,61.0,0.0,60.0,40.0,28.0,10.0,13.0,17.0,64.0,0.0,-0.07812498779297065,-0.06976742563548241,0.10714281887756469,0.0999999000001,0.07692301775152481,0.05263155124655198,0.12698410682791955,0.0,60.0,40.666666666666664,28.333333333333332,10.333333333333334,13.333333333333334,18.666666666666668,65.0,0.0
BHR,2025-02-01,0.0082009235631555,0.0319818240491814,0.0559571579495979,0.1169473512897911,1.4,1.0,2.8,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration']",['Demonstrations'],94.0,0.0,[],0.0,0.0,57.0,36.0,27.0,9.0,13.0,16.0,60.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,49.0,0.0105717994621481,0.0331742556929904,0.0490224140850227,0.1400010415602822,0,0,0.0,0,0,1,0,0,0,59.0,40.0,31.0,11.0,14.0,20.0,71.0,0.0,64.0,43.0,28.0,10.0,13.0,19.0,63.0,0.0,57.0,39.0,26.0,10.0,13.0,17.0,61.0,0.0,-0.0338982993392713,-0.09999997500000624,-0.1290322164412205,-0.1818180165290759,-0.0714285204081997,-0.19999990000005,-0.15492955564372454,0.0,60.0,39.666666666666664,28.666666666666668,10.0,13.333333333333334,18.333333333333332,64.66666666666667,0.0
BHR,2025-03-01,0.0060608979920851,0.0168633116892675,0.0784657192827008,0.0590383865396636,1.4,1.0,2.8,0.9,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Other', 'Excessive force against protesters', 'Protest with intervention', 'Attack']","['Demonstrations', 'Strategic developments', 'Political violence; Demonstrations', 'Political violence']",93.0,0.0,[],0.0,0.0,52.0,32.0,25.0,10.0,13.0,16.0,54.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,94.0,0.0082009235631555,0.0319818240491814,0.0559571579495979,0.1169473512897911,0,0,0.0,1,0,1,0,1,1,57.0,36.0,27.0,9.0,13.0,16.0,60.0,0.0,59.0,40.0,31.0,11.0,14.0,20.0,71.0,0.0,64.0,43.0,28.0,10.0,13.0,19.0,63.0,0.0,-0.08771928285626616,-0.11111108024692215,-0.07407404663924198,0.11111098765445816,0.0,0.0,-0.09999998333333611,0.0,56.0,36.0,27.666666666666668,10.0,13.333333333333334,17.333333333333332,61.666666666666664,0.0
BHR,2025-04-01,0.0053055433679906,0.0129028272816787,0.0529225511807848,0.0557140743238264,1.4,1.0,2.8,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration']",['Demonstrations'],58.0,0.0,[],0.0,0.0,59.0,40.0,29.0,10.0,14.0,18.0,60.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,93.0,0.0060608979920851,0.0168633116892675,0.0784657192827008,0.0590383865396636,0,0,0.0,0,0,1,0,0,0,52.0,32.0,25.0,10.0,13.0,16.0,54.0,0.0,57.0,36.0,27.0,9.0,13.0,16.0,60.0,0.0,59.0,40.0,31.0,11.0,14.0,20.0,71.0,0.0,0.13461535872781563,0.2499999218750244,0.1599999360000256,0.0,0.07692301775152481,0.12499992187504883,0.11111109053498323,0.0,56.0,36.0,27.0,9.666666666666666,13.333333333333334,16.666666666666668,58.0,0.0
BHR,2025-05-01,0.0050447944809217,0.0146130619146489,0.0366505881366951,0.0522098893256325,1.3,0.8,2.9,0.9,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Violent demonstration', 'Other', 'Excessive force against protesters']","['Demonstrations', 'Strategic developments', 'Political violence; Demonstrations']",60.0,0.0,[],0.0,0.0,65.0,41.0,30.0,10.0,13.0,19.0,61.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,58.0,0.0053055433679906,0.0129028272816787,0.0529225511807848,0.0557140743238264,0,0,0.0,1,0,1,0,1,1,59.0,40.0,29.0,10.0,14.0,18.0,60.0,0.0,52.0,32.0,25.0,10.0,13.0,16.0,54.0,0.0,57.0,36.0,27.0,9.0,13.0,16.0,60.0,0.0,0.1016948980178139,0.02499999375000156,0.03448274673008733,0.0,-0.0714285204081997,0.055555524691375174,0.01666666388888935,0.0,58.666666666666664,37.666666666666664,28.0,10.0,13.333333333333334,17.666666666666668,58.333333333333336,0.0
BHR,2025-06-01,0.0048473914685873,0.0128548263890794,0.0266209744329413,0.0568742496493024,1.3,0.8,2.9,0.9,"['Protests', 'Riots', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Attack']","['Demonstrations', 'Political violence']",34.0,0.0,[],0.0,0.0,82.0,51.0,30.0,10.0,13.0,17.0,61.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,60.0,0.0050447944809217,0.0146130619146489,0.0366505881366951,0.0522098893256325,0,0,0.0,1,0,1,0,0,1,65.0,41.0,30.0,10.0,13.0,19.0,61.0,0.0,59.0,40.0,29.0,10.0,14.0,18.0,60.0,0.0,52.0,32.0,25.0,10.0,13.0,16.0,54.0,0.0,0.26153842130178134,0.24390237953600497,0.0,0.0,0.0,-0.10526310249310396,0.0,0.0,68.66666666666667,44.0,29.666666666666668,10.0,13.333333333333334,18.0,60.666666666666664,0.0
BHR,2025-07-01,0.0050873600340238,0.009644110565743,0.0251052193268888,0.0554155254354803,1.3,0.8,2.9,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration']",['Demonstrations'],46.0,0.0,[],0.0,0.0,66.0,50.0,34.0,11.0,14.0,21.0,76.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,34.0,0.0048473914685873,0.0128548263890794,0.0266209744329413,0.0568742496493024,0,0,0.0,0,0,1,0,0,0,82.0,51.0,30.0,10.0,13.0,17.0,61.0,0.0,65.0,41.0,30.0,10.0,13.0,19.0,61.0,0.0,59.0,40.0,29.0,10.0,14.0,18.0,60.0,0.0,-0.19512192742415518,-0.01960783929258053,0.1333332888889037,0.0999999000001,0.07692301775152481,0.23529397923883574,0.24590159903252473,0.0,71.0,47.333333333333336,31.333333333333332,10.333333333333334,13.333333333333334,19.0,66.0,0.0
BHR,2025-08-01,0.0048837255567727,0.0114341211052211,0.0244583149725383,0.056791005818734,1.3,0.8,2.9,0.9,"['Protests', 'Riots', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Attack']","['Demonstrations', 'Political violence']",31.0,0.0,[],0.0,0.0,62.0,48.0,32.0,11.0,15.0,21.0,75.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,46.0,0.0050873600340238,0.009644110565743,0.0251052193268888,0.0554155254354803,0,0,0.0,1,0,1,0,0,1,66.0,50.0,34.0,11.0,14.0,21.0,76.0,0.0,82.0,51.0,30.0,10.0,13.0,17.0,61.0,0.0,65.0,41.0,30.0,10.0,13.0,19.0,61.0,0.0,-0.06060605142332554,-0.039999992000001594,-0.058823512110731724,0.0,0.0714285204081997,0.0,-0.013157893005540393,0.0,70.0,49.666666666666664,32.0,10.666666666666666,14.0,19.666666666666668,70.66666666666667,0.0
BHR,2025-09-01,0.0050034214938453,0.0145595992407225,0.0227596764071781,0.0585139757609226,1.3,0.8,2.9,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration', 'Protest with intervention']",['Demonstrations'],61.0,0.0,[],0.0,0.0,57.0,38.0,24.0,10.0,15.0,18.0,66.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,31.0,0.0048837255567727,0.0114341211052211,0.0244583149725383,0.056791005818734,0,0,0.0,0,0,1,0,0,0,62.0,48.0,32.0,11.0,15.0,21.0,75.0,0.0,66.0,50.0,34.0,11.0,14.0,21.0,76.0,0.0,82.0,51.0,30.0,10.0,13.0,17.0,61.0,0.0,-0.08064514828304059,-0.20833328993056457,-0.2499999218750244,-0.09090900826453795,0.0,-0.14285707482996438,-0.11999998400000213,0.0,61.666666666666664,45.333333333333336,30.0,10.666666666666666,14.666666666666666,20.0,72.33333333333333,0.0
BHR,2025-10-01,0.0048888690188799,0.0141479957041892,0.021706032364967,0.0692696019824477,1.3,0.8,2.9,0.9,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration', 'Protest with intervention']",['Demonstrations'],68.0,0.0,[],0.0,0.0,59.0,39.0,25.0,10.0,16.0,19.0,62.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,61.0,0.0050034214938453,0.0145595992407225,0.0227596764071781,0.0585139757609226,0,0,0.0,0,0,1,0,0,0,57.0,38.0,24.0,10.0,15.0,18.0,66.0,0.0,62.0,48.0,32.0,11.0,15.0,21.0,75.0,0.0,66.0,50.0,34.0,11.0,14.0,21.0,76.0,0.0,0.035087713142506465,0.026315782548478276,0.04166664930556279,0.0,0.06666662222225185,0.055555524691375174,-0.06060605142332554,0.0,59.333333333333336,41.666666666666664,27.0,10.333333333333334,15.333333333333334,19.333333333333332,67.66666666666667,0.0
BHR,2025-11-01,0.0051245534946234,0.0138639513873867,0.0218611570666118,0.0614454841367562,1.3,0.8,2.9,0.9,"['Protests', 'Riots', 'Violence against civilians', 'Strategic developments']","['Peaceful protest', 'Violent demonstration', 'Attack', 'Other']","['Demonstrations', 'Political violence', 'Strategic developments']",49.0,0.0,[],0.0,0.0,66.0,44.0,33.0,13.0,17.0,20.0,77.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,68.0,0.0048888690188799,0.0141479957041892,0.021706032364967,0.0692696019824477,0,0,0.0,1,0,1,0,1,1,59.0,39.0,25.0,10.0,16.0,19.0,62.0,0.0,57.0,38.0,24.0,10.0,15.0,18.0,66.0,0.0,62.0,48.0,32.0,11.0,15.0,21.0,75.0,0.0,0.11864404768744954,0.1282050953320268,0.3199998720000512,0.2999997000003,0.06249996093752441,0.05263155124655198,0.24193544484912177,0.0,60.666666666666664,40.333333333333336,27.333333333333332,11.0,16.0,19.0,68.33333333333333,0.0
BHR,2025-12-01,0.0048744058980136,0.0160386158625716,0.0190133415700562,0.0705263732355099,1.3,0.8,2.9,0.9,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Change to group/activity', 'Other']","['Demonstrations', 'Strategic developments']",86.0,0.0,[],0.0,0.0,68.0,52.0,37.0,11.0,18.0,20.0,66.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,49.0,0.0051245534946234,0.0138639513873867,0.0218611570666118,0.0614454841367562,0,0,0.0,0,0,1,0,1,0,66.0,44.0,33.0,13.0,17.0,20.0,77.0,0.0,59.0,39.0,25.0,10.0,16.0,19.0,62.0,0.0,57.0,38.0,24.0,10.0,15.0,18.0,66.0,0.0,0.03030302571166277,0.18181814049587713,0.1212120844811865,-0.15384603550304962,0.058823494809708936,0.0,-0.14285712430426956,0.0,64.33333333333333,45.0,31.666666666666668,11.333333333333334,17.0,19.666666666666668,68.33333333333333,0.0
BHR,2026-01-01,0.0048987230409327,0.0130273028407913,0.017089929702132,0.0672549392505435,1.3,0.8,2.9,0.9,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Change to group/activity', 'Protest with intervention', 'Attack']","['Demonstrations', 'Strategic developments', 'Political violence']",55.0,0.0,[],0.0,0.0,70.0,45.0,36.0,11.0,17.0,21.0,64.0,0.0,0.0,0,0,False,0,0.0,0.0,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,86.0,0.0048744058980136,0.0160386158625716,0.0190133415700562,0.0705263732355099,0,0,0.0,1,0,1,0,1,1,68.0,52.0,37.0,11.0,18.0,20.0,66.0,0.0,66.0,44.0,33.0,13.0,17.0,20.0,77.0,0.0,59.0,39.0,25.0,10.0,16.0,19.0,62.0,0.0,0.029411760380623472,-0.13461535872781563,-0.0270270197224271,0.0,-0.055555524691375174,0.0499999750000125,-0.03030302571166277,0.0,68.0,47.0,35.333333333333336,11.666666666666666,17.333333333333332,20.333333333333332,69.0,0.0
BHR,2026-02-01,0.004785350098911,0.0128662295246028,0.0260409375867573,0.0696198958284622,1.3,0.8,2.9,0.9,"['Explosions/Remote violence', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Air/drone strike', 'Shelling/artillery/missile attack', 'Excessive force against protesters', 'Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Arrests', 'Disrupted weapons use', 'Abduction/forced disappearance']","['Political violence', 'Political violence; Demonstrations', 'Demonstrations', 'Strategic developments']",195.0,1.0,[],0.0,0.0,63.0,43.0,38.0,12.0,17.0,19.0,60.0,0.0,0.0,0,0,False,0,0.0,0.16666666666666666,0,0.0,False,True,False,True,False,False,False,0,0.0,0.0,0.0,55.0,0.0048987230409327,0.0130273028407913,0.017089929702132,0.0672549392505435,0,0,0.0,1,1,1,0,1,1,70.0,45.0,36.0,11.0,17.0,21.0,64.0,0.0,68.0,52.0,37.0,11.0,18.0,20.0,66.0,0.0,66.0,44.0,33.0,13.0,17.0,20.0,77.0,0.0,-0.09999998571428775,-0.044444434567903424,0.055555540123461075,0.09090900826453795,0.0,-0.09523804988664292,-0.06249999023437652,0.0,67.0,46.666666666666664,37.0,11.333333333333334,17.333333333333332,20.0,63.333333333333336,0.0
BHR,2026-03-01,0.2621684536969938,0.6136814888433711,0.6718622160471905,1.7453379358698975,1.3,0.8,2.9,0.9,"['Explosions/Remote violence', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Air/drone strike', 'Peaceful protest', 'Violent demonstration', 'Arrests', 'Disrupted weapons use', 'Other', 'Attack', 'Protest with intervention', 'Shelling/artillery/missile attack']","['Political violence', 'Demonstrations', 'Strategic developments']",112.0,3.0,[],0.0,2.0,80.0,59.0,24.0,10.0,16.0,19.0,68.0,0.0,2.0,0,0,False,0,0.3333333333333333,0.6666666666666666,0,0.0,False,True,False,True,False,True,True,1,0.0,0.0,1.0,195.0,0.004785350098911,0.0128662295246028,0.0260409375867573,0.0696198958284622,0,0,0.0,1,1,1,0,1,1,63.0,43.0,38.0,12.0,17.0,19.0,60.0,0.0,70.0,45.0,36.0,11.0,17.0,21.0,64.0,0.0,68.0,52.0,37.0,11.0,18.0,20.0,66.0,0.0,0.26984122700932905,0.3720929367225728,-0.3684209556786958,-0.16666652777789354,-0.058823494809708936,0.0,0.1333333111111148,0.0,71.0,49.0,32.666666666666664,11.0,16.666666666666668,19.666666666666668,64.0,0.0
BHS,2018-01-01,0.0047963127887558,0.0041751929536496,0.0074865962210085,0.0365454287085878,2.1,1.6,2.9,2.0,"['Strategic developments', 'Protests']","['Arrests', 'Peaceful protest']","['Strategic developments', 'Demonstrations']",2.0,0.0,[],0.0,0.0,,,,,,,,,0.0,0,0,False,0,,,0,,False,False,False,False,False,False,False,0,,,,,,,,,0,0,0.0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2018-02-01,0.0047704659832746,0.0046038201067385,0.0073784067331301,0.0346937039041765,2.1,1.6,2.9,2.0,['Protests'],['Peaceful protest'],['Demonstrations'],1.0,0.0,[],0.0,0.0,,,,,,,,,0.0,0,0,False,0,,,0,,False,False,False,False,False,False,False,0,0.0,,0.0,2.0,0.0047963127887558,0.0041751929536496,0.0074865962210085,0.0365454287085878,0,0,0.0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2018-03-01,0.0046959021451205,0.0045348958624214,0.0076638155180659,0.0354115120397374,2.1,1.6,2.9,2.0,['Protests'],['Peaceful protest'],['Demonstrations'],2.0,0.0,[],0.0,0.0,,,,,,,,,0.0,0,0,False,0,,,0,0.0,False,False,False,False,False,False,False,0,0.0,0.0,0.0,1.0,0.0047704659832746,0.0046038201067385,0.0073784067331301,0.0346937039041765,0,0,0.0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2018-04-01,0.0046110108498167,0.004395382666584,0.0074196455255623,0.0351070587453243,2.1,1.6,2.9,2.0,['Protests'],['Peaceful protest'],['Demonstrations'],1.0,0.0,[],0.0,0.0,,,,,,,,,0.0,0,0,False,0,,,0,0.0,False,False,False,False,False,False,False,0,0.0,0.0,0.0,2.0,0.0046959021451205,0.0045348958624214,0.0076638155180659,0.0354115120397374,0,0,0.0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2018-05-01,0.0045836808841524,0.0046135934462356,0.0075865601899559,0.0360093453191913,2.2,1.7,3.0,2.2,"['Protests', 'Strategic developments']","['Peaceful protest', 'Arrests']","['Demonstrations', 'Strategic developments']",3.0,0.0,[],0.0,0.0,,,,,,,,,0.0,0,0,False,0,,,0,0.0,False,False,False,False,False,False,False,0,0.0,0.0,0.0,1.0,0.0046110108498167,0.004395382666584,0.0074196455255623,0.0351070587453243,0,0,0.0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2018-06-01,0.0045473383005942,0.0050514749695124,0.0074063049014383,0.0345520004111669,2.2,1.7,3.0,2.2,['Riots'],['Violent demonstration'],['Demonstrations'],1.0,0.0,[],0.0,0.0,,,,,,,,,0.0,0,0,False,0,0.0,0.0,0,0.0,False,False,False,False,False,False,False,0,0.0,0.0,0.0,3.0,0.0045836808841524,0.0046135934462356,0.0075865601899559,0.0360093453191913,0,0,0.0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
