iso3,month,INFORM,VU,CC,HA
LBN,2024-05-01,4.1,7.1,4.5,2.1
LBN,2024-06-01,4.1,7.1,4.5,2.1
LBN,2024-07-01,4.1,7.1,4.5,2.1
LBN,2024-08-01,4.1,7.1,4.5,2.1
LBN,2024-09-01,4.1,7.1,4.5,2.1
LBN,2024-10-01,4.1,7.1,4.5,2.1
LBN,2024-11-01,4.1,7.1,4.5,2.1
LBN,2024-12-01,4.1,7.1,4.5,2.1
LBN,2025-01-01,4.1,7.1,4.5,2.1
LBN,2025-02-01,4.1,7.1,4.5,2.1
LBN,2025-03-01,4.1,7.1,4.5,2.1
LBN,2025-04-01,4.1,7.1,4.5,2.1
LBN,2025-05-01,5.5,7.1,4.7,5.1
LBN,2025-06-01,5.5,7.1,4.7,5.1
LBN,2025-07-01,5.5,7.1,4.7,5.1
LBN,2025-08-01,5.5,7.1,4.7,5.1
LBN,2025-09-01,5.5,7.1,4.7,5.1
LBN,2025-10-01,5.5,7.1,4.7,5.1
LBN,2025-11-01,5.5,7.1,4.7,5.1
LBN,2025-12-01,5.5,7.1,4.7,5.1
LBN,2026-01-01,5.5,7.1,4.7,5.1
LBN,2026-02-01,5.5,7.1,4.7,5.1
LBN,2026-03-01,5.5,7.1,4.7,5.1
LBN,2026-04-01,5.5,7.1,4.7,5.1
LBN,2026-05-01,6.3,7.1,5.7,6.2
LBN,2026-06-01,6.3,7.1,5.7,6.2
LBN,2026-07-01,6.3,7.1,5.7,6.2
LBN,2026-08-01,6.3,7.1,5.7,6.2
LBN,2026-09-01,6.3,7.1,5.7,6.2
LBN,2026-10-01,6.3,7.1,5.7,6.2
LBN,2026-11-01,6.3,7.1,5.7,6.2
LBN,2026-12-01,6.3,7.1,5.7,6.2
LBN,2027-01-01,6.3,7.1,5.7,6.2
LBN,2027-02-01,6.3,7.1,5.7,6.2
LBN,2027-03-01,6.3,7.1,5.7,6.2
LBN,2027-04-01,6.3,7.1,5.7,6.2
LBR,2016-05-01,4.0,7.1,7.9,1.1
LBR,2016-06-01,4.0,7.1,7.9,1.1
LBR,2016-07-01,4.0,7.1,7.9,1.1
LBR,2016-08-01,4.0,7.1,7.9,1.1
LBR,2016-09-01,4.0,7.1,7.9,1.1
LBR,2016-10-01,4.0,7.1,7.9,1.1
LBR,2016-11-01,4.0,7.1,7.9,1.1
LBR,2016-12-01,4.0,7.1,7.9,1.1
LBR,2017-01-01,4.0,7.1,7.9,1.1
LBR,2017-02-01,4.0,7.1,7.9,1.1
LBR,2017-03-01,4.0,7.1,7.9,1.1
LBR,2017-04-01,4.0,7.1,7.9,1.1
LBR,2017-05-01,5.1,6.4,7.9,2.6
LBR,2017-06-01,5.1,6.4,7.9,2.6
LBR,2017-07-01,5.1,6.4,7.9,2.6
LBR,2017-08-01,5.1,6.4,7.9,2.6
LBR,2017-09-01,5.1,6.4,7.9,2.6
LBR,2017-10-01,5.1,6.4,7.9,2.6
LBR,2017-11-01,5.1,6.4,7.9,2.6
LBR,2017-12-01,5.1,6.4,7.9,2.6
LBR,2018-01-01,5.1,6.4,7.9,2.6
LBR,2018-02-01,5.1,6.4,7.9,2.6
LBR,2018-03-01,5.1,6.4,7.9,2.6
LBR,2018-04-01,5.1,6.4,7.9,2.6
LBR,2018-05-01,5.1,6.2,7.6,2.8
LBR,2018-06-01,5.1,6.2,7.6,2.8
LBR,2018-07-01,5.1,6.2,7.6,2.8
LBR,2018-08-01,5.1,6.2,7.6,2.8
LBR,2018-09-01,5.1,6.2,7.6,2.8
LBR,2018-10-01,5.1,6.2,7.6,2.8
LBR,2018-11-01,5.1,6.2,7.6,2.8
LBR,2018-12-01,5.1,6.2,7.6,2.8
LBR,2019-01-01,5.1,6.2,7.6,2.8
LBR,2019-02-01,5.1,6.2,7.6,2.8
LBR,2019-03-01,5.1,6.2,7.6,2.8
LBR,2019-04-01,5.1,6.2,7.6,2.8
LBR,2019-05-01,5.2,6.4,7.7,2.8
LBR,2019-06-01,5.2,6.4,7.7,2.8
LBR,2019-07-01,5.2,6.4,7.7,2.8
LBR,2019-08-01,5.2,6.4,7.7,2.8
LBR,2019-09-01,5.2,6.4,7.7,2.8
LBR,2019-10-01,5.2,6.4,7.7,2.8
LBR,2019-11-01,5.2,6.4,7.7,2.8
LBR,2019-12-01,5.2,6.4,7.7,2.8
LBR,2020-01-01,5.2,6.4,7.7,2.8
LBR,2020-02-01,5.2,6.4,7.7,2.8
LBR,2020-03-01,5.2,6.4,7.7,2.8
LBR,2020-04-01,5.2,6.4,7.7,2.8
LBR,2020-05-01,5.3,6.2,7.6,3.1
LBR,2020-06-01,5.3,6.2,7.6,3.1
LBR,2020-07-01,5.3,6.2,7.6,3.1
LBR,2020-08-01,5.3,6.2,7.6,3.1
LBR,2020-09-01,5.3,6.2,7.6,3.1
LBR,2020-10-01,5.3,6.2,7.6,3.1
LBR,2020-11-01,5.3,6.2,7.6,3.1
LBR,2020-12-01,5.3,6.2,7.6,3.1
LBR,2021-01-01,5.3,6.2,7.6,3.1
LBR,2021-02-01,5.3,6.2,7.6,3.1
LBR,2021-03-01,5.3,6.2,7.6,3.1
LBR,2021-04-01,5.3,6.2,7.6,3.1
LBR,2021-05-01,5.1,6.1,7.7,2.8
LBR,2021-06-01,5.1,6.1,7.7,2.8
LBR,2021-07-01,5.1,6.1,7.7,2.8
LBR,2021-08-01,5.1,6.1,7.7,2.8
LBR,2021-09-01,5.1,6.1,7.7,2.8
LBR,2021-10-01,5.1,6.1,7.7,2.8
LBR,2021-11-01,5.1,6.1,7.7,2.8
LBR,2021-12-01,5.1,6.1,7.7,2.8
LBR,2022-01-01,5.1,6.1,7.7,2.8
LBR,2022-02-01,5.1,6.1,7.7,2.8
LBR,2022-03-01,5.1,6.1,7.7,2.8
LBR,2022-04-01,5.1,6.1,7.7,2.8
LBR,2022-05-01,5.4,6.3,7.8,3.2
LBR,2022-06-01,5.4,6.3,7.8,3.2
LBR,2022-07-01,5.4,6.3,7.8,3.2
LBR,2022-08-01,5.4,6.3,7.8,3.2
LBR,2022-09-01,5.4,6.3,7.8,3.2
LBR,2022-10-01,5.4,6.3,7.8,3.2
LBR,2022-11-01,5.4,6.3,7.8,3.2
LBR,2022-12-01,5.4,6.3,7.8,3.2
LBR,2023-01-01,5.4,6.3,7.8,3.2
LBR,2023-02-01,5.4,6.3,7.8,3.2
LBR,2023-03-01,5.4,6.3,7.8,3.2
LBR,2023-04-01,5.4,6.3,7.8,3.2
LBR,2023-05-01,4.7,5.9,7.8,2.2
LBR,2023-06-01,4.7,5.9,7.8,2.2
LBR,2023-07-01,4.7,5.9,7.8,2.2
LBR,2023-08-01,4.7,5.9,7.8,2.2
LBR,2023-09-01,4.7,5.9,7.8,2.2
LBR,2023-10-01,4.7,5.9,7.8,2.2
LBR,2023-11-01,4.7,5.9,7.8,2.2
LBR,2023-12-01,4.7,5.9,7.8,2.2
LBR,2024-01-01,4.7,5.9,7.8,2.2
LBR,2024-02-01,4.7,5.9,7.8,2.2
LBR,2024-03-01,4.7,5.9,7.8,2.2
LBR,2024-04-01,4.7,5.9,7.8,2.2
LBR,2024-05-01,4.6,5.8,7.8,2.1
LBR,2024-06-01,4.6,5.8,7.8,2.1
LBR,2024-07-01,4.6,5.8,7.8,2.1
LBR,2024-08-01,4.6,5.8,7.8,2.1
LBR,2024-09-01,4.6,5.8,7.8,2.1
LBR,2024-10-01,4.6,5.8,7.8,2.1
LBR,2024-11-01,4.6,5.8,7.8,2.1
LBR,2024-12-01,4.6,5.8,7.8,2.1
LBR,2025-01-01,4.6,5.8,7.8,2.1
LBR,2025-02-01,4.6,5.8,7.8,2.1
LBR,2025-03-01,4.6,5.8,7.8,2.1
LBR,2025-04-01,4.6,5.8,7.8,2.1
LBR,2025-05-01,4.6,5.9,7.7,2.2
LBR,2025-06-01,4.6,5.9,7.7,2.2
LBR,2025-07-01,4.6,5.9,7.7,2.2
LBR,2025-08-01,4.6,5.9,7.7,2.2
LBR,2025-09-01,4.6,5.9,7.7,2.2
LBR,2025-10-01,4.6,5.9,7.7,2.2
LBR,2025-11-01,4.6,5.9,7.7,2.2
LBR,2025-12-01,4.6,5.9,7.7,2.2
LBR,2026-01-01,4.6,5.9,7.7,2.2
LBR,2026-02-01,4.6,5.9,7.7,2.2
LBR,2026-03-01,4.6,5.9,7.7,2.2
LBR,2026-04-01,4.6,5.9,7.7,2.2
LBR,2026-05-01,5.3,5.6,7.0,3.7
LBR,2026-06-01,5.3,5.6,7.0,3.7
LBR,2026-07-01,5.3,5.6,7.0,3.7
LBR,2026-08-01,5.3,5.6,7.0,3.7
LBR,2026-09-01,5.3,5.6,7.0,3.7
LBR,2026-10-01,5.3,5.6,7.0,3.7
LBR,2026-11-01,5.3,5.6,7.0,3.7
LBR,2026-12-01,5.3,5.6,7.0,3.7
LBR,2027-01-01,5.3,5.6,7.0,3.7
LBR,2027-02-01,5.3,5.6,7.0,3.7
LBR,2027-03-01,5.3,5.6,7.0,3.7
LBR,2027-04-01,5.3,5.6,7.0,3.7
LBY,2016-05-01,5.8,4.6,6.6,6.5
LBY,2016-06-01,5.8,4.6,6.6,6.5
LBY,2016-07-01,5.8,4.6,6.6,6.5
LBY,2016-08-01,5.8,4.6,6.6,6.5
LBY,2016-09-01,5.8,4.6,6.6,6.5
LBY,2016-10-01,5.8,4.6,6.6,6.5
LBY,2016-11-01,5.8,4.6,6.6,6.5
LBY,2016-12-01,5.8,4.6,6.6,6.5
LBY,2017-01-01,5.8,4.6,6.6,6.5
LBY,2017-02-01,5.8,4.6,6.6,6.5
LBY,2017-03-01,5.8,4.6,6.6,6.5
LBY,2017-04-01,5.8,4.6,6.6,6.5
LBY,2017-05-01,6.1,4.1,6.7,8.4
LBY,2017-06-01,6.1,4.1,6.7,8.4
LBY,2017-07-01,6.1,4.1,6.7,8.4
LBY,2017-08-01,6.1,4.1,6.7,8.4
LBY,2017-09-01,6.1,4.1,6.7,8.4
LBY,2017-10-01,6.1,4.1,6.7,8.4
LBY,2017-11-01,6.1,4.1,6.7,8.4
LBY,2017-12-01,6.1,4.1,6.7,8.4
LBY,2018-01-01,6.1,4.1,6.7,8.4
LBY,2018-02-01,6.1,4.1,6.7,8.4
LBY,2018-03-01,6.1,4.1,6.7,8.4
LBY,2018-04-01,6.1,4.1,6.7,8.4
LBY,2018-05-01,6.0,3.9,6.7,8.4
LBY,2018-06-01,6.0,3.9,6.7,8.4
LBY,2018-07-01,6.0,3.9,6.7,8.4
LBY,2018-08-01,6.0,3.9,6.7,8.4
LBY,2018-09-01,6.0,3.9,6.7,8.4
LBY,2018-10-01,6.0,3.9,6.7,8.4
LBY,2018-11-01,6.0,3.9,6.7,8.4
LBY,2018-12-01,6.0,3.9,6.7,8.4
LBY,2019-01-01,6.0,3.9,6.7,8.4
LBY,2019-02-01,6.0,3.9,6.7,8.4
LBY,2019-03-01,6.0,3.9,6.7,8.4
LBY,2019-04-01,6.0,3.9,6.7,8.4
LBY,2019-05-01,6.1,3.9,6.9,8.4
LBY,2019-06-01,6.1,3.9,6.9,8.4
LBY,2019-07-01,6.1,3.9,6.9,8.4
LBY,2019-08-01,6.1,3.9,6.9,8.4
LBY,2019-09-01,6.1,3.9,6.9,8.4
LBY,2019-10-01,6.1,3.9,6.9,8.4
LBY,2019-11-01,6.1,3.9,6.9,8.4
LBY,2019-12-01,6.1,3.9,6.9,8.4
LBY,2020-01-01,6.1,3.9,6.9,8.4
LBY,2020-02-01,6.1,3.9,6.9,8.4
LBY,2020-03-01,6.1,3.9,6.9,8.4
LBY,2020-04-01,6.1,3.9,6.9,8.4
LBY,2020-05-01,6.2,4.4,6.7,8.2
LBY,2020-06-01,6.2,4.4,6.7,8.2
LBY,2020-07-01,6.2,4.4,6.7,8.2
LBY,2020-08-01,6.2,4.4,6.7,8.2
LBY,2020-09-01,6.2,4.4,6.7,8.2
LBY,2020-10-01,6.2,4.4,6.7,8.2
LBY,2020-11-01,6.2,4.4,6.7,8.2
LBY,2020-12-01,6.2,4.4,6.7,8.2
LBY,2021-01-01,6.2,4.4,6.7,8.2
LBY,2021-02-01,6.2,4.4,6.7,8.2
LBY,2021-03-01,6.2,4.4,6.7,8.2
LBY,2021-04-01,6.2,4.4,6.7,8.2
LBY,2021-05-01,6.6,5.2,6.7,8.2
LBY,2021-06-01,6.6,5.2,6.7,8.2
LBY,2021-07-01,6.6,5.2,6.7,8.2
LBY,2021-08-01,6.6,5.2,6.7,8.2
LBY,2021-09-01,6.6,5.2,6.7,8.2
LBY,2021-10-01,6.6,5.2,6.7,8.2
LBY,2021-11-01,6.6,5.2,6.7,8.2
LBY,2021-12-01,6.6,5.2,6.7,8.2
LBY,2022-01-01,6.6,5.2,6.7,8.2
LBY,2022-02-01,6.6,5.2,6.7,8.2
LBY,2022-03-01,6.6,5.2,6.7,8.2
LBY,2022-04-01,6.6,5.2,6.7,8.2
LBY,2022-05-01,6.2,4.3,6.9,8.2
LBY,2022-06-01,6.2,4.3,6.9,8.2
LBY,2022-07-01,6.2,4.3,6.9,8.2
LBY,2022-08-01,6.2,4.3,6.9,8.2
LBY,2022-09-01,6.2,4.3,6.9,8.2
LBY,2022-10-01,6.2,4.3,6.9,8.2
LBY,2022-11-01,6.2,4.3,6.9,8.2
LBY,2022-12-01,6.2,4.3,6.9,8.2
LBY,2023-01-01,6.2,4.3,6.9,8.2
LBY,2023-02-01,6.2,4.3,6.9,8.2
LBY,2023-03-01,6.2,4.3,6.9,8.2
LBY,2023-04-01,6.2,4.3,6.9,8.2
LBY,2023-05-01,6.2,4.0,7.1,8.2
LBY,2023-06-01,6.2,4.0,7.1,8.2
LBY,2023-07-01,6.2,4.0,7.1,8.2
LBY,2023-08-01,6.2,4.0,7.1,8.2
LBY,2023-09-01,6.2,4.0,7.1,8.2
LBY,2023-10-01,6.2,4.0,7.1,8.2
LBY,2023-11-01,6.2,4.0,7.1,8.2
LBY,2023-12-01,6.2,4.0,7.1,8.2
LBY,2024-01-01,6.2,4.0,7.1,8.2
LBY,2024-02-01,6.2,4.0,7.1,8.2
LBY,2024-03-01,6.2,4.0,7.1,8.2
LBY,2024-04-01,6.2,4.0,7.1,8.2
LBY,2024-05-01,4.8,4.0,6.8,4.0
LBY,2024-06-01,4.8,4.0,6.8,4.0
LBY,2024-07-01,4.8,4.0,6.8,4.0
LBY,2024-08-01,4.8,4.0,6.8,4.0
LBY,2024-09-01,4.8,4.0,6.8,4.0
LBY,2024-10-01,4.8,4.0,6.8,4.0
LBY,2024-11-01,4.8,4.0,6.8,4.0
LBY,2024-12-01,4.8,4.0,6.8,4.0
LBY,2025-01-01,4.8,4.0,6.8,4.0
LBY,2025-02-01,4.8,4.0,6.8,4.0
LBY,2025-03-01,4.8,4.0,6.8,4.0
LBY,2025-04-01,4.8,4.0,6.8,4.0
LBY,2025-05-01,4.3,4.9,6.6,2.4
LBY,2025-06-01,4.3,4.9,6.6,2.4
LBY,2025-07-01,4.3,4.9,6.6,2.4
LBY,2025-08-01,4.3,4.9,6.6,2.4
LBY,2025-09-01,4.3,4.9,6.6,2.4
LBY,2025-10-01,4.3,4.9,6.6,2.4
LBY,2025-11-01,4.3,4.9,6.6,2.4
LBY,2025-12-01,4.3,4.9,6.6,2.4
LBY,2026-01-01,4.3,4.9,6.6,2.4
LBY,2026-02-01,4.3,4.9,6.6,2.4
LBY,2026-03-01,4.3,4.9,6.6,2.4
LBY,2026-04-01,4.3,4.9,6.6,2.4
LBY,2026-05-01,5.8,5.5,6.6,5.4
LBY,2026-06-01,5.8,5.5,6.6,5.4
LBY,2026-07-01,5.8,5.5,6.6,5.4
LBY,2026-08-01,5.8,5.5,6.6,5.4
LBY,2026-09-01,5.8,5.5,6.6,5.4
LBY,2026-10-01,5.8,5.5,6.6,5.4
LBY,2026-11-01,5.8,5.5,6.6,5.4
LBY,2026-12-01,5.8,5.5,6.6,5.4
LBY,2027-01-01,5.8,5.5,6.6,5.4
LBY,2027-02-01,5.8,5.5,6.6,5.4
LBY,2027-03-01,5.8,5.5,6.6,5.4
LBY,2027-04-01,5.8,5.5,6.6,5.4
LCA,2016-05-01,2.4,2.2,3.5,1.7
LCA,2016-06-01,2.4,2.2,3.5,1.7
LCA,2016-07-01,2.4,2.2,3.5,1.7
LCA,2016-08-01,2.4,2.2,3.5,1.7
LCA,2016-09-01,2.4,2.2,3.5,1.7
LCA,2016-10-01,2.4,2.2,3.5,1.7
LCA,2016-11-01,2.4,2.2,3.5,1.7
LCA,2016-12-01,2.4,2.2,3.5,1.7
LCA,2017-01-01,2.4,2.2,3.5,1.7
LCA,2017-02-01,2.4,2.2,3.5,1.7
LCA,2017-03-01,2.4,2.2,3.5,1.7
LCA,2017-04-01,2.4,2.2,3.5,1.7
LCA,2017-05-01,1.7,1.2,3.7,1.1
LCA,2017-06-01,1.7,1.2,3.7,1.1
LCA,2017-07-01,1.7,1.2,3.7,1.1
LCA,2017-08-01,1.7,1.2,3.7,1.1
LCA,2017-09-01,1.7,1.2,3.7,1.1
LCA,2017-10-01,1.7,1.2,3.7,1.1
LCA,2017-11-01,1.7,1.2,3.7,1.1
LCA,2017-12-01,1.7,1.2,3.7,1.1
LCA,2018-01-01,1.7,1.2,3.7,1.1
LCA,2018-02-01,1.7,1.2,3.7,1.1
LCA,2018-03-01,1.7,1.2,3.7,1.1
LCA,2018-04-01,1.7,1.2,3.7,1.1
LCA,2018-05-01,2.0,1.7,3.8,1.2
LCA,2018-06-01,2.0,1.7,3.8,1.2
LCA,2018-07-01,2.0,1.7,3.8,1.2
LCA,2018-08-01,2.0,1.7,3.8,1.2
LCA,2018-09-01,2.0,1.7,3.8,1.2
LCA,2018-10-01,2.0,1.7,3.8,1.2
LCA,2018-11-01,2.0,1.7,3.8,1.2
LCA,2018-12-01,2.0,1.7,3.8,1.2
LCA,2019-01-01,2.0,1.7,3.8,1.2
LCA,2019-02-01,2.0,1.7,3.8,1.2
LCA,2019-03-01,2.0,1.7,3.8,1.2
LCA,2019-04-01,2.0,1.7,3.8,1.2
LCA,2019-05-01,1.9,1.7,3.9,1.0
LCA,2019-06-01,1.9,1.7,3.9,1.0
LCA,2019-07-01,1.9,1.7,3.9,1.0
LCA,2019-08-01,1.9,1.7,3.9,1.0
LCA,2019-09-01,1.9,1.7,3.9,1.0
LCA,2019-10-01,1.9,1.7,3.9,1.0
LCA,2019-11-01,1.9,1.7,3.9,1.0
LCA,2019-12-01,1.9,1.7,3.9,1.0
LCA,2020-01-01,1.9,1.7,3.9,1.0
LCA,2020-02-01,1.9,1.7,3.9,1.0
LCA,2020-03-01,1.9,1.7,3.9,1.0
LCA,2020-04-01,1.9,1.7,3.9,1.0
LCA,2020-05-01,2.2,1.9,3.9,1.4
LCA,2020-06-01,2.2,1.9,3.9,1.4
LCA,2020-07-01,2.2,1.9,3.9,1.4
LCA,2020-08-01,2.2,1.9,3.9,1.4
LCA,2020-09-01,2.2,1.9,3.9,1.4
LCA,2020-10-01,2.2,1.9,3.9,1.4
LCA,2020-11-01,2.2,1.9,3.9,1.4
LCA,2020-12-01,2.2,1.9,3.9,1.4
LCA,2021-01-01,2.2,1.9,3.9,1.4
LCA,2021-02-01,2.2,1.9,3.9,1.4
LCA,2021-03-01,2.2,1.9,3.9,1.4
LCA,2021-04-01,2.2,1.9,3.9,1.4
LCA,2021-05-01,2.3,2.1,3.9,1.4
LCA,2021-06-01,2.3,2.1,3.9,1.4
LCA,2021-07-01,2.3,2.1,3.9,1.4
LCA,2021-08-01,2.3,2.1,3.9,1.4
LCA,2021-09-01,2.3,2.1,3.9,1.4
LCA,2021-10-01,2.3,2.1,3.9,1.4
LCA,2021-11-01,2.3,2.1,3.9,1.4
LCA,2021-12-01,2.3,2.1,3.9,1.4
LCA,2022-01-01,2.3,2.1,3.9,1.4
LCA,2022-02-01,2.3,2.1,3.9,1.4
LCA,2022-03-01,2.3,2.1,3.9,1.4
LCA,2022-04-01,2.3,2.1,3.9,1.4
LCA,2022-05-01,2.2,2.1,3.8,1.4
LCA,2022-06-01,2.2,2.1,3.8,1.4
LCA,2022-07-01,2.2,2.1,3.8,1.4
LCA,2022-08-01,2.2,2.1,3.8,1.4
LCA,2022-09-01,2.2,2.1,3.8,1.4
LCA,2022-10-01,2.2,2.1,3.8,1.4
LCA,2022-11-01,2.2,2.1,3.8,1.4
LCA,2022-12-01,2.2,2.1,3.8,1.4
LCA,2023-01-01,2.2,2.1,3.8,1.4
LCA,2023-02-01,2.2,2.1,3.8,1.4
LCA,2023-03-01,2.2,2.1,3.8,1.4
LCA,2023-04-01,2.2,2.1,3.8,1.4
LCA,2023-05-01,2.3,2.3,3.9,1.4
LCA,2023-06-01,2.3,2.3,3.9,1.4
LCA,2023-07-01,2.3,2.3,3.9,1.4
LCA,2023-08-01,2.3,2.3,3.9,1.4
LCA,2023-09-01,2.3,2.3,3.9,1.4
LCA,2023-10-01,2.3,2.3,3.9,1.4
LCA,2023-11-01,2.3,2.3,3.9,1.4
LCA,2023-12-01,2.3,2.3,3.9,1.4
LCA,2024-01-01,2.3,2.3,3.9,1.4
LCA,2024-02-01,2.3,2.3,3.9,1.4
LCA,2024-03-01,2.3,2.3,3.9,1.4
LCA,2024-04-01,2.3,2.3,3.9,1.4
LCA,2024-05-01,2.8,3.0,4.0,1.9
LCA,2024-06-01,2.8,3.0,4.0,1.9
LCA,2024-07-01,2.8,3.0,4.0,1.9
LCA,2024-08-01,2.8,3.0,4.0,1.9
LCA,2024-09-01,2.8,3.0,4.0,1.9
LCA,2024-10-01,2.8,3.0,4.0,1.9
LCA,2024-11-01,2.8,3.0,4.0,1.9
LCA,2024-12-01,2.8,3.0,4.0,1.9
LCA,2025-01-01,2.8,3.0,4.0,1.9
LCA,2025-02-01,2.8,3.0,4.0,1.9
LCA,2025-03-01,2.8,3.0,4.0,1.9
LCA,2025-04-01,2.8,3.0,4.0,1.9
LCA,2025-05-01,2.7,2.6,4.0,1.9
LCA,2025-06-01,2.7,2.6,4.0,1.9
LCA,2025-07-01,2.7,2.6,4.0,1.9
LCA,2025-08-01,2.7,2.6,4.0,1.9
LCA,2025-09-01,2.7,2.6,4.0,1.9
LCA,2025-10-01,2.7,2.6,4.0,1.9
LCA,2025-11-01,2.7,2.6,4.0,1.9
LCA,2025-12-01,2.7,2.6,4.0,1.9
LCA,2026-01-01,2.7,2.6,4.0,1.9
LCA,2026-02-01,2.7,2.6,4.0,1.9
LCA,2026-03-01,2.7,2.6,4.0,1.9
LCA,2026-04-01,2.7,2.6,4.0,1.9
LCA,2026-05-01,2.5,2.3,3.4,1.9
LCA,2026-06-01,2.5,2.3,3.4,1.9
LCA,2026-07-01,2.5,2.3,3.4,1.9
LCA,2026-08-01,2.5,2.3,3.4,1.9
LCA,2026-09-01,2.5,2.3,3.4,1.9
LCA,2026-10-01,2.5,2.3,3.4,1.9
LCA,2026-11-01,2.5,2.3,3.4,1.9
LCA,2026-12-01,2.5,2.3,3.4,1.9
LCA,2027-01-01,2.5,2.3,3.4,1.9
LCA,2027-02-01,2.5,2.3,3.4,1.9
LCA,2027-03-01,2.5,2.3,3.4,1.9
LCA,2027-04-01,2.5,2.3,3.4,1.9
LIE,2016-05-01,0.9,0.8,1.2,0.7
LIE,2016-06-01,0.9,0.8,1.2,0.7
LIE,2016-07-01,0.9,0.8,1.2,0.7
LIE,2016-08-01,0.9,0.8,1.2,0.7
LIE,2016-09-01,0.9,0.8,1.2,0.7
LIE,2016-10-01,0.9,0.8,1.2,0.7
LIE,2016-11-01,0.9,0.8,1.2,0.7
LIE,2016-12-01,0.9,0.8,1.2,0.7
LIE,2017-01-01,0.9,0.8,1.2,0.7
LIE,2017-02-01,0.9,0.8,1.2,0.7
LIE,2017-03-01,0.9,0.8,1.2,0.7
LIE,2017-04-01,0.9,0.8,1.2,0.7
LIE,2017-05-01,1.1,1.0,1.3,0.9
LIE,2017-06-01,1.1,1.0,1.3,0.9
LIE,2017-07-01,1.1,1.0,1.3,0.9
LIE,2017-08-01,1.1,1.0,1.3,0.9
LIE,2017-09-01,1.1,1.0,1.3,0.9
LIE,2017-10-01,1.1,1.0,1.3,0.9
LIE,2017-11-01,1.1,1.0,1.3,0.9
LIE,2017-12-01,1.1,1.0,1.3,0.9
LIE,2018-01-01,1.1,1.0,1.3,0.9
LIE,2018-02-01,1.1,1.0,1.3,0.9
LIE,2018-03-01,1.1,1.0,1.3,0.9
LIE,2018-04-01,1.1,1.0,1.3,0.9
LIE,2018-05-01,1.0,0.9,1.3,0.9
LIE,2018-06-01,1.0,0.9,1.3,0.9
LIE,2018-07-01,1.0,0.9,1.3,0.9
LIE,2018-08-01,1.0,0.9,1.3,0.9
LIE,2018-09-01,1.0,0.9,1.3,0.9
LIE,2018-10-01,1.0,0.9,1.3,0.9
LIE,2018-11-01,1.0,0.9,1.3,0.9
LIE,2018-12-01,1.0,0.9,1.3,0.9
LIE,2019-01-01,1.0,0.9,1.3,0.9
LIE,2019-02-01,1.0,0.9,1.3,0.9
LIE,2019-03-01,1.0,0.9,1.3,0.9
LIE,2019-04-01,1.0,0.9,1.3,0.9
LIE,2019-05-01,0.9,0.9,1.2,0.7
LIE,2019-06-01,0.9,0.9,1.2,0.7
LIE,2019-07-01,0.9,0.9,1.2,0.7
LIE,2019-08-01,0.9,0.9,1.2,0.7
LIE,2019-09-01,0.9,0.9,1.2,0.7
LIE,2019-10-01,0.9,0.9,1.2,0.7
LIE,2019-11-01,0.9,0.9,1.2,0.7
LIE,2019-12-01,0.9,0.9,1.2,0.7
LIE,2020-01-01,0.9,0.9,1.2,0.7
LIE,2020-02-01,0.9,0.9,1.2,0.7
LIE,2020-03-01,0.9,0.9,1.2,0.7
LIE,2020-04-01,0.9,0.9,1.2,0.7
LIE,2020-05-01,0.8,0.7,1.1,0.7
LIE,2020-06-01,0.8,0.7,1.1,0.7
LIE,2020-07-01,0.8,0.7,1.1,0.7
LIE,2020-08-01,0.8,0.7,1.1,0.7
LIE,2020-09-01,0.8,0.7,1.1,0.7
LIE,2020-10-01,0.8,0.7,1.1,0.7
LIE,2020-11-01,0.8,0.7,1.1,0.7
LIE,2020-12-01,0.8,0.7,1.1,0.7
LIE,2021-01-01,0.8,0.7,1.1,0.7
LIE,2021-02-01,0.8,0.7,1.1,0.7
LIE,2021-03-01,0.8,0.7,1.1,0.7
LIE,2021-04-01,0.8,0.7,1.1,0.7
LIE,2021-05-01,0.8,0.6,1.1,0.7
LIE,2021-06-01,0.8,0.6,1.1,0.7
LIE,2021-07-01,0.8,0.6,1.1,0.7
LIE,2021-08-01,0.8,0.6,1.1,0.7
LIE,2021-09-01,0.8,0.6,1.1,0.7
LIE,2021-10-01,0.8,0.6,1.1,0.7
LIE,2021-11-01,0.8,0.6,1.1,0.7
LIE,2021-12-01,0.8,0.6,1.1,0.7
LIE,2022-01-01,0.8,0.6,1.1,0.7
LIE,2022-02-01,0.8,0.6,1.1,0.7
LIE,2022-03-01,0.8,0.6,1.1,0.7
LIE,2022-04-01,0.8,0.6,1.1,0.7
LIE,2022-05-01,0.8,0.7,1.2,0.7
LIE,2022-06-01,0.8,0.7,1.2,0.7
LIE,2022-07-01,0.8,0.7,1.2,0.7
LIE,2022-08-01,0.8,0.7,1.2,0.7
LIE,2022-09-01,0.8,0.7,1.2,0.7
LIE,2022-10-01,0.8,0.7,1.2,0.7
LIE,2022-11-01,0.8,0.7,1.2,0.7
LIE,2022-12-01,0.8,0.7,1.2,0.7
LIE,2023-01-01,0.8,0.7,1.2,0.7
LIE,2023-02-01,0.8,0.7,1.2,0.7
LIE,2023-03-01,0.8,0.7,1.2,0.7
LIE,2023-04-01,0.8,0.7,1.2,0.7
LIE,2023-05-01,0.8,0.7,1.0,0.7
